action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,pIC50
,,16543286,[],CHEMBL3787887,Inhibition of GST fused human recombinant DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by scintillation counting in presence of [gamma33P]ATP,B,,,BAO_0000190,BAO_0000019,assay format,CN1CCN(Cc2cccc(NC(=O)Nc3cccc4c3C3CCCCN3C4=O)n2)CC1,,,CHEMBL3784980,Eur J Med Chem,2016,,CHEMBL3785596,,CHEMBL3785596,,0,http://www.openphacts.org/units/Nanomolar,2769521,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,16543285,[],CHEMBL3787887,Inhibition of GST fused human recombinant DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by scintillation counting in presence of [gamma33P]ATP,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1cccc(CN2CCOCC2)n1)Nc1cccc2c1C1CCCCN1C2=O,,,CHEMBL3784980,Eur J Med Chem,2016,,CHEMBL3785573,,CHEMBL3785573,,0,http://www.openphacts.org/units/Nanomolar,2769520,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,16543284,[],CHEMBL3787887,Inhibition of GST fused human recombinant DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by scintillation counting in presence of [gamma33P]ATP,B,,,BAO_0000190,BAO_0000019,assay format,COCc1cccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,,,CHEMBL3784980,Eur J Med Chem,2016,,CHEMBL3785804,,CHEMBL3785804,,0,http://www.openphacts.org/units/Nanomolar,2769519,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,25623760,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cnc2cc(/C=C3\N=C(NC4CCCCC4)NC3=O)ccc21,,,CHEMBL5360622,J Med Chem,2023,,CHEMBL5412478,,CHEMBL5412478,,0,http://www.openphacts.org/units/Nanomolar,3991330,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12421548,[],CHEMBL3061701,Inhibition of DYRK1A (unknown origin) using [gamma-33P]-ATP after 10 min,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1[nH]nc(-c2ccc(Cl)cc2)c1N,,,CHEMBL3046637,Med Chem Res,2011,,CHEMBL2234220,,CHEMBL2234220,,0,http://www.openphacts.org/units/Nanomolar,1793427,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12421547,[],CHEMBL3061701,Inhibition of DYRK1A (unknown origin) using [gamma-33P]-ATP after 10 min,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1[nH]nc(-c2ccc(Br)cc2)c1N,,,CHEMBL3046637,Med Chem Res,2011,,CHEMBL2234268,,CHEMBL2234268,,0,http://www.openphacts.org/units/Nanomolar,1793491,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,16543279,[],CHEMBL3787887,Inhibition of GST fused human recombinant DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by scintillation counting in presence of [gamma33P]ATP,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)nc1,,,CHEMBL3784980,Eur J Med Chem,2016,,CHEMBL3785575,,CHEMBL3785575,,0,http://www.openphacts.org/units/Nanomolar,2769514,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12152333,[],CHEMBL2188996,Inhibition of human recombinant GST-fused DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ncccn1)Nc1cccc2c1C1CCCCN1C2=O,,,CHEMBL2177089,J Med Chem,2012,,CHEMBL2180864,,CHEMBL2180864,,0,http://www.openphacts.org/units/Nanomolar,1754189,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12152326,[],CHEMBL2188996,Inhibition of human recombinant GST-fused DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)no1,,,CHEMBL2177089,J Med Chem,2012,,CHEMBL2180846,,CHEMBL2180846,,0,http://www.openphacts.org/units/Nanomolar,1754171,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12152327,[],CHEMBL2188996,Inhibition of human recombinant GST-fused DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting,B,,,BAO_0000190,BAO_0000019,assay format,Cn1ccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,,,CHEMBL2177089,J Med Chem,2012,,CHEMBL2180870,,CHEMBL2180870,,0,http://www.openphacts.org/units/Nanomolar,1754195,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12152328,[],CHEMBL2188996,Inhibition of human recombinant GST-fused DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1cc[nH]n1)Nc1cccc2c1C1CCCCN1C2=O,,,CHEMBL2177089,J Med Chem,2012,,CHEMBL2180869,,CHEMBL2180869,,0,http://www.openphacts.org/units/Nanomolar,1754194,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,16543295,[],CHEMBL3787887,Inhibition of GST fused human recombinant DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by scintillation counting in presence of [gamma33P]ATP,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1cc(CF)ccn1)Nc1cccc2c1C1CCCCN1C2=O,,,CHEMBL3784980,Eur J Med Chem,2016,,CHEMBL3787292,,CHEMBL3787292,,0,http://www.openphacts.org/units/Nanomolar,2769530,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12152330,[],CHEMBL2188996,Inhibition of human recombinant GST-fused DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting,B,,,BAO_0000190,BAO_0000019,assay format,Cc1nc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)cs1,,,CHEMBL2177089,J Med Chem,2012,,CHEMBL2180867,,CHEMBL2180867,,0,http://www.openphacts.org/units/Nanomolar,1754192,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,16543294,[],CHEMBL3787887,Inhibition of GST fused human recombinant DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by scintillation counting in presence of [gamma33P]ATP,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)nc2ccccc12,,,CHEMBL3784980,Eur J Med Chem,2016,,CHEMBL3785795,,CHEMBL3785795,,0,http://www.openphacts.org/units/Nanomolar,2769529,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12152331,[],CHEMBL2188996,Inhibition of human recombinant GST-fused DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1cscn1)Nc1cccc2c1C1CCCCN1C2=O,,,CHEMBL2177089,J Med Chem,2012,,CHEMBL2180866,,CHEMBL2180866,,0,http://www.openphacts.org/units/Nanomolar,1754191,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12152332,[],CHEMBL2188996,Inhibition of human recombinant GST-fused DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccncn1)Nc1cccc2c1C1CCCCN1C2=O,,,CHEMBL2177089,J Med Chem,2012,,CHEMBL2180865,,CHEMBL2180865,,0,http://www.openphacts.org/units/Nanomolar,1754190,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,16543292,[],CHEMBL3787887,Inhibition of GST fused human recombinant DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by scintillation counting in presence of [gamma33P]ATP,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cncc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,,,CHEMBL3784980,Eur J Med Chem,2016,,CHEMBL3787033,,CHEMBL3787033,,0,http://www.openphacts.org/units/Nanomolar,2769527,>=,1,1,>=,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12421546,[],CHEMBL3061701,Inhibition of DYRK1A (unknown origin) using [gamma-33P]-ATP after 10 min,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]cnc2c(-c3ccccc3)n[nH]c12,,,CHEMBL3046637,Med Chem Res,2011,,CHEMBL2234269,,CHEMBL2234269,,0,http://www.openphacts.org/units/Nanomolar,1793492,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,25623795,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1ccc2cc(/C=C3\N=C(NC45CC6CC(CC(C6)C4)C5)NC3=O)ccc21,,,CHEMBL5360622,J Med Chem,2023,,CHEMBL5405112,,CHEMBL5405112,,0,http://www.openphacts.org/units/Nanomolar,3991365,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12152335,[],CHEMBL2188996,Inhibition of human recombinant GST-fused DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccn1)Nc1cccc2c1C1CCCCN1C2=O,,,CHEMBL2177089,J Med Chem,2012,,CHEMBL2180862,,CHEMBL2180862,,0,http://www.openphacts.org/units/Nanomolar,1754187,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12152336,[],CHEMBL2188996,Inhibition of human recombinant GST-fused DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1)Nc1cccc2c1C1CCCCN1C2=O,,,CHEMBL2177089,J Med Chem,2012,,CHEMBL2180861,,CHEMBL2180861,,0,http://www.openphacts.org/units/Nanomolar,1754186,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12152337,[],CHEMBL2188996,Inhibition of human recombinant GST-fused DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1cccc2c1C1CCCCN1C2=O)NC1CCCCC1,,,CHEMBL2177089,J Med Chem,2012,,CHEMBL2180860,,CHEMBL2180860,,0,http://www.openphacts.org/units/Nanomolar,1754185,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,25623790,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cnc2cc(/C=C3\N=C(NC45CC6CC(CC(C6)C4)C5)NC3=O)ccc21,,,CHEMBL5360622,J Med Chem,2023,,CHEMBL5417753,,CHEMBL5417753,,0,http://www.openphacts.org/units/Nanomolar,3991360,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12421543,[],CHEMBL3061701,Inhibition of DYRK1A (unknown origin) using [gamma-33P]-ATP after 10 min,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)cc1-c1nc2ncccc2c(=O)[nH]1,,,CHEMBL3046637,Med Chem Res,2011,,CHEMBL2234213,,CHEMBL2234213,,0,http://www.openphacts.org/units/Nanomolar,1793418,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12421544,[],CHEMBL3061701,Inhibition of DYRK1A (unknown origin) using [gamma-33P]-ATP after 10 min,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc(S(=O)(=O)N2CCOCC2)cc1-c1nc2ncccc2c(=O)[nH]1,,,CHEMBL3046637,Med Chem Res,2011,,CHEMBL2234212,,CHEMBL2234212,,0,http://www.openphacts.org/units/Nanomolar,1793417,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12421545,[],CHEMBL3061701,Inhibition of DYRK1A (unknown origin) using [gamma-33P]-ATP after 10 min,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]cnc2c(-c3ccc(Br)cc3)n[nH]c12,,,CHEMBL3046637,Med Chem Res,2011,,CHEMBL2234211,,CHEMBL2234211,,0,http://www.openphacts.org/units/Nanomolar,1793416,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,16543283,[],CHEMBL3787887,Inhibition of GST fused human recombinant DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by scintillation counting in presence of [gamma33P]ATP,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1cccc(CO)n1)Nc1cccc2c1C1CCCCN1C2=O,,,CHEMBL3784980,Eur J Med Chem,2016,,CHEMBL3786332,,CHEMBL3786332,,0,http://www.openphacts.org/units/Nanomolar,2769518,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,12421549,[],CHEMBL3061701,Inhibition of DYRK1A (unknown origin) using [gamma-33P]-ATP after 10 min,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1[nH]nc(-c2ccc(Cl)cc2)c1/N=N/c1ccccc1,,,CHEMBL3046637,Med Chem Res,2011,,CHEMBL2234219,,CHEMBL2234219,,0,http://www.openphacts.org/units/Nanomolar,1793426,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,16543273,[],CHEMBL3787887,Inhibition of GST fused human recombinant DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by scintillation counting in presence of [gamma33P]ATP,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccnc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)c1,,,CHEMBL3784980,Eur J Med Chem,2016,,CHEMBL3787480,,CHEMBL3787480,,0,http://www.openphacts.org/units/Nanomolar,2769470,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,25459789,[],CHEMBL5321386,Inhibition of human DYRK1A using RRRFRPASPLRGPPK as substrate in presence of [gamma-33p]-ATP by radiometric hotspot kinase,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cc(C(F)(F)F)ccc1N1CCCCC1)c1ccncc1,,,CHEMBL5321194,J Med Chem,2023,,CHEMBL4064277,,CHEMBL4064277,,0,http://www.openphacts.org/units/Nanomolar,3959944,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,10000.0,5.000
,,25785163,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'Selectivity number of off-targets', 'standard_units': None, 'standard_value': '0.0', 'text_value': None, 'type': 'Selectivity number of off-targets', 'units': None, 'value': '0.0'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'Selectivity number of targets', 'standard_units': None, 'standard_value': '85.0', 'text_value': None, 'type': 'Selectivity number of targets', 'units': None, 'value': '85.0'}, {'comments': None, 'relation': None, 'result_flag': 0, 'standard_relation': None, 'standard_text_value': 'In-vitro potency', 'standard_type': 'Selectivity Remarks', 'standard_units': None, 'standard_value': None, 'text_value': 'In-vitro potency', 'type': 'Selectivity Remarks', 'units': None, 'value': None}, {'comments': None, 'relation': None, 'result_flag': 0, 'standard_relation': None, 'standard_text_value': 'https://pubmed.ncbi.nlm.nih.gov/30886973/', 'standard_type': 'Source Knowledge', 'standard_units': None, 'standard_value': None, 'text_value': 'https://pubmed.ncbi.nlm.nih.gov/30886973/', 'type': 'Source Knowledge', 'units': None, 'value': None}]",CHEMBL5471954,Selectivity interaction (TR-FRET binding assay) EUB0000644a DYRK1A,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,,,CHEMBL5465560,,2024,,CHEMBL3622821,UPADACITINIB,CHEMBL3622821,,0,http://www.openphacts.org/units/Nanomolar,4018635,>,65,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,25787664,"[{'comments': None, 'relation': None, 'result_flag': 0, 'standard_relation': None, 'standard_text_value': 'In-vitro potency', 'standard_type': 'Selectivity Remarks', 'standard_units': None, 'standard_value': None, 'text_value': 'In-vitro potency', 'type': 'Selectivity Remarks', 'units': None, 'value': None}, {'comments': None, 'relation': None, 'result_flag': 0, 'standard_relation': None, 'standard_text_value': 'https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.2c01705', 'standard_type': 'Source Knowledge', 'standard_units': None, 'standard_value': None, 'text_value': 'https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.2c01705', 'type': 'Source Knowledge', 'units': None, 'value': None}]",CHEMBL5474511,Selectivity interaction (Radioactive assay (Reaction Biology)) EUB0001046a DYRK1A,B,,,BAO_0000190,BAO_0000357,single protein format,CN(c1ncccc1CNc1ccnc(-c2cc3cc(Cl)ccc3[nH]2)n1)S(C)(=O)=O,,,CHEMBL5465560,,2024,,CHEMBL5085599,,CHEMBL5085599,,0,http://www.openphacts.org/units/Nanomolar,4018648,>,65,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,25076364,[],CHEMBL5254664,Inhibition of DYRK1A (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CCC(=O)O[C@@H](C/C=C(\C)C(=O)OC)[C@H](C(=O)OC)[C@@H](OC(C)=O)[C@@H](C[C@H](C)[C@H](OC(=O)CC(C)C)[C@@H]1C[C@H](C)C[C@]2(C[C@H](C)C[C@@](O)(CC(C)=O)O2)O1)OC(=O)CC(C)C,,,CHEMBL5252550,Eur J Med Chem,2018,,CHEMBL5285333,,CHEMBL5285333,,0,http://www.openphacts.org/units/Nanomolar,3930706,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,16543272,[],CHEMBL3787887,Inhibition of GST fused human recombinant DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by scintillation counting in presence of [gamma33P]ATP,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1cccnc1NC(=O)Nc1cccc2c1C1CCCCN1C2=O,,,CHEMBL3784980,Eur J Med Chem,2016,,CHEMBL3786657,,CHEMBL3786657,,0,http://www.openphacts.org/units/Nanomolar,2769469,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
,,25076363,[],CHEMBL5254664,Inhibition of DYRK1A (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CCC(=O)O[C@@H](C/C=C(\C)C(=O)OC)[C@H](C(=O)OC)[C@@H](OC(C)=O)[C@@H](C[C@H](C)[C@H](OC(=O)CC(C)C)[C@@H]1C[C@H](C)C[C@]2(C[C@H](C)C[C@](CC(C)=O)(OC(C)=O)O2)O1)OC(=O)CC(C)C,,,CHEMBL5252550,Eur J Med Chem,2018,,CHEMBL5290314,,CHEMBL5290314,,0,http://www.openphacts.org/units/Nanomolar,3930705,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.0,5.000
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22422635,[],CHEMBL4673836,Inhibition of DYRK1A (unknown origin) by [33P]-ATP filter binding kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2sc(NC(C)=O)nc12,,,CHEMBL4673203,J Med Chem,2016,"{'bei': '22.40', 'le': '0.45', 'lle': '2.72', 'sei': '9.72'}",CHEMBL4759082,,CHEMBL4759082,4.98,0,http://www.openphacts.org/units/Nanomolar,3513885,=,1,1,=,,IC50,nM,,10500.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,10.5,4.979
